"THEKEY","TRIM(DESCRIPTION)"
"182219:252465","Memolink is a leading online rewards program and has been around since 1998.  Memolink members earn points for making online purchases, completing market research surveys, and other free ways to earn rewards like watching video, playing games or reading email.  Memolink drives traffic to advertisers through our desktop site, mobile site, email, and social platforms (Facebook &amp; Twitter).  Memolink mostly works with the top 500 e-retailer brands and offers additional exposure to these brands for a commission increase or paid placement.  If interested in additional exposure opportunities, please contact Ashlee Hutchison at ahutchison@adperio.com for a copy of our most recent media kit. 

"
"182219:241794","Memolink is a leading online rewards program and has been around for over 13
years.  In Feb 2012, Memolink redesigned it site with a fresh, new,
user-friendly look that encourages shopping.  Memolink members earn points for
making online purchases and completing market research surveys.  Memolink
offers a shopping tool - The Memolink Toolbar - to its members to remind them
about point-earning opportunities. The Memolink Toolbar is installed by the
member, and does not capture their personal, credit card or any other
personally identifiable information (PII). The toolbar gives its members quick
links to different sections of Memolink.com, like surveys or their My Stores
page.  It also helps the member ensure they earn points when they shop online. 
The toolbar has three redirect options to accommodate each advertiser’s
preferences: “automatic”, “action required from user”, and “go through
Memolink.com” redirects.  Of course, the advertiser can always opt-out of
participating in the toolbar.  Please contact Annmarie at athorne@adperio.com
if you would like more information regarding redirect options or to opt-out of
the toolbar."
"182219:3786","Memolink is a leading online rewards program. Memolink members earn points for making online purchases and completing market research surveys. Memolink offers a shopping tool - The Memolink Toolbar - to its members to remind them about point-earning opportunities. The Memolink Toolbar is installed by the member, and does not capture their personal, credit card or any other personally identifiable information (PII). The toolbar simply notifies the member when they are able to earn points for a partner and have forgotten to start at memolink.com. The toolbar takes them back to memolink.com if they want to earn points. (It does not redirect them from the toolbar.) Members are also notified if the partner has coupons or deals available, or if there are new surveys for the member to complete for points. Unlike the Earn Points alert, the cascaded links from the Get Coupons takes the members to the corresponding landing page of the merchant. For more information, go to www.memolink.com/toolbar."
"182219:1008","Members are awarded Memolink Points for completing offers, answering survey questions and shopping online. Points can then be redeemed for gift certificates to companies like Wal*Mart, Barnes & Noble, etc."
"189639:3787","Schoolpop is America's #1 year-round school support program. Schoolpop has contributed more than $200 million to over 50,000 schools and other nonprofits. Schoolpop has a registered membership of more than 600,000 – primarily parents who shop online to support their kids’ schools.  Schoolpop donates proceeds from its publisher commissions to the school of the member’s choice.  Schoolpop members have the ability to opt-in for the Shopping Buddy reminder service. Shopping Buddy is a customer retention module that reminds users when their online activity may reward them with a school contribution. This module is only installed with end user consent, provides a value to the end user, includes traditional add/remove functionality through add/remove programs and doesn't collect any personally identifiable information."
"189639:222427","The FreeCause Loyalty Network powers over 200 Malls for major brands such as US
Airways, Hawaiian Airlines, The Pittsburgh Steelers, OneCause.com,
ShopToWin.net and many more. The mall platform supports a variety of different
incentives including cash back, charitable donations, and virtual currency. Its
loyalty technology also extends to end user opt-in browser toolbars, deal
widgets, and Facebook shopping apps. FreeCause is a wholly owned subsidiary of
Rakuten, Inc, one of the largest online companies in the world, with a market
cap of over $11 Billion."
"189639:250389","The FreeCause Loyalty Network powers over 200 Malls for major brands such as US
Airways, Hawaiian Airlines, The Pittsburgh Steelers, OneCause.com,
ShopToWin.net and many more. The mall platform supports a variety of different
incentives including cash back, charitable donations, and virtual currency. Its
loyalty technology also extends to end user opt-in browser toolbars, deal
widgets, and Facebook shopping apps. FreeCause is a wholly owned subsidiary of
Rakuten, Inc, one of the largest online companies in the world, with a market
cap of over $11 Billion.


Software Publisher Disclosure Template
=========================

Software name(s):
FreeCause toolbars have filenames per client build.

Version number(s): 
Internet Explorer: 1.663
FireFox: 1.300.426

Latest version update:
Trivial fixes are often made in interim versions; latest significant releases: 
Internet Explorer: Version 1.660  Rel. 6/5/2012
•	Bug fix for some components: not applying default xml on first launch
•	Bug fix: fixed autosearch priority on IE6
•	Bug fix: fixed IE hotkeys doesn't work if keyboard focus is in toolbar's search bar

Firefox: Version 1.300.425 Rel. 5/30/2012
•	FireFox 13 support added
•	Bug fix: search suggestions not working with search history disabled
•	Bug fix: new tab search submit not working in FF12

Software Type and Functionality:
•	Toolbar supporting multiple advertiser activation models, including automatic activation and click to activate.  FreeCause team works with merchants to select optimum model:
o	Type 2 merchant: automatic activation
o	Type 1 merchant: user click required to activate
o	Type 5 merchant: activation only occurs if: user clicks toolbar notification, navigates to affiliate mall page, clicks through to merchant

Software Distribution:

•	FreeCause software is distributed through our clients via both web-based installers and downloaded/bundled executables.  In all cases, the software and its value proposition must be clearly presented to the user, and user opt-in confirmed, in order for users to obtain the software.

•	A list of distributing parties/channels is attached solely for the internal use of CJ network quality, but because our client list is valuable and proprietary, it should only be made available for review with advertisers after FreeCause approval is obtained on an advertiser by advertiser basis.

Update Process:

•	Layout/functional improvements are delivered seamlessly to user via a regularly occurng refresh (once per 24 hours).
•	Core code changes (see version notes above) are deployed to users via browsers native update functionality for toolbars/extensions.

Overwrites (Y/N):

•	Paid Search: No.  Controlled by string matching for paid links on all major search offerings (google, yahoo, bing, and FreeCause’s privately hosted SERP)
•	Afsrc/CJ domains: No.  Shopping functionality stands down on links with afsrc=1, AND on naviagtions where interaction is detected between client machine and CJ cookie domain.  NOTE: compliance with this requirement requires consistent communication as new domains are added.  Current list includes:
o	anrdoezrs.net
o	apmebf.com
o	commission-junction.com
o	dpbolvw.net
o	emjcd.com
o	ftjcfx.com
o	jdoqocy.com
o	kqzyfj.com
o	lduhtrp.net
o	qksrv.net
o	tkqlhce.com
o	tqlkg.com
•	SEO: Yes, according to activation type specified ‘Software Type and Functionality’
•	Direct Load:  Yes, according to activation type specified ‘Software Type and Functionality’
•	Email: Yes, unless link contains afsrc=1.


=========================

Date: June 29, 2012"
"189639:252880","The FreeCause Loyalty Network powers over 200 Malls for major brands such as US
Airways, Hawaiian Airlines, The Pittsburgh Steelers, OneCause.com,
ShopToWin.net and many more. The mall platform supports a variety of different
incentives including cash back, charitable donations, and virtual currency. Its
loyalty technology also extends to end user opt-in browser toolbars, deal
widgets, and Facebook shopping apps. FreeCause is a wholly owned subsidiary of
Rakuten, Inc, one of the largest online companies in the world, with a market
cap of over $11 Billion.
<br>
<br>
Software Publisher Disclosure Template
=========================
<br>
<br>
Software name(s):
<br>
FreeCause toolbars have filenames per client build.
<br>
Version number(s): 
<br>
Internet Explorer: 1.663
<br>
FireFox: 1.300.426
<br>
<br>
Latest version update:
<br>
Trivial fixes are often made in interim versions; latest significant releases: 
<br>
Internet Explorer: Version 1.660  Rel. 6/5/2012
<br>
•	Bug fix for some components: not applying default xml on first launch
<br>
•	Bug fix: fixed autosearch priority on IE6
<br>
•	Bug fix: fixed IE hotkeys doesn't work if keyboard focus is in toolbar's search bar
<br>
<br>
Firefox: Version 1.300.425 Rel. 5/30/2012
<br>
•	FireFox 13 support added
<br>
•	Bug fix: search suggestions not working with search history disabled
<br>
•	Bug fix: new tab search submit not working in FF12
<br>
<br>
Software Type and Functionality:
<br>
•	Toolbar supporting multiple advertiser activation models, including automatic activation and click to activate.  FreeCause team works with merchants to select optimum model:
<br>
o	Type 2 merchant: automatic activation
<br>
o	Type 1 merchant: user click required to activate
<br>
o	Type 5 merchant: activation only occurs if: user clicks toolbar notification, navigates to affiliate mall page, clicks through to merchant
<br>
<br>
Software Distribution:
<br>
•	FreeCause software is distributed through our clients via both web-based installers and downloaded/bundled executables.  In all cases, the software and its value proposition must be clearly presented to the user, and user opt-in confirmed, in order for users to obtain the software.
<br>
•	A list of distributing parties/channels is attached solely for the internal use of CJ network quality, but because our client list is valuable and proprietary, it should only be made available for review with advertisers after FreeCause approval is obtained on an advertiser by advertiser basis.
<br>
<br>
Update Process:
<br>
•	Layout/functional improvements are delivered seamlessly to user via a regularly occurng refresh (once per 24 hours).
<br>
•	Core code changes (see version notes above) are deployed to users via browsers native update functionality for toolbars/extensions.
<br>
<br>
Overwrites (Y/N):
<br>
•	Paid Search: No.  Controlled by string matching for paid links on all major search offerings (google, yahoo, bing, and FreeCause’s privately hosted SERP)
<br>
•	Afsrc/CJ domains: No.  Shopping functionality stands down on links with afsrc=1, AND on naviagtions where interaction is detected between client machine and CJ cookie domain.  NOTE: compliance with this requirement requires consistent communication as new domains are added.  Current list includes:
<br>
o	anrdoezrs.net
<br>
o	apmebf.com
<br>
o	commission-junction.com
<br>
o	dpbolvw.net
<br>
o	emjcd.com
<br>
o	ftjcfx.com
<br>
o	jdoqocy.com
<br>
o	kqzyfj.com
<br>
o	lduhtrp.net
<br>
o	qksrv.net
<br>
o	tkqlhce.com
<br>
o	tqlkg.com
<br>
•	SEO: Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Direct Load:  Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Email: Yes, unless link contains afsrc=1.
<br>
<br>
=========================
<br>
Date: June 29, 2012"
"189639:258682","The FreeCause Loyalty Network powers over 200 Malls for major brands such as US Airways, Hawaiian Airlines, The Pittsburgh Steelers, OneCause.com, ShopToWin.net and many more. The mall platform supports a variety of different incentives including cash back, charitable donations, and virtual currency. Its loyalty technology also extends to end user opt-in browser toolbars, deal widgets, and Facebook shopping apps. FreeCause is a wholly owned subsidiary of Rakuten, Inc, one of the largest online companies in the world, with a market cap of over $11 Billion.
<br>
<br>
Software Publisher Disclosure Template
=========================
<br>
<br>
Software name(s):
<br>
FreeCause toolbars have filenames per client build.
<br>
Version number(s): 
<br>
Internet Explorer: 1.663
<br>
FireFox: 1.300.426
<br>
<br>
Latest version update:
<br>
Trivial fixes are often made in interim versions; latest significant releases: 
<br>
Internet Explorer: Version 1.660  Rel. 6/5/2012
<br>
•	Bug fix for some components: not applying default xml on first launch
<br>
•	Bug fix: fixed autosearch priority on IE6
<br>
•	Bug fix: fixed IE hotkeys doesn't work if keyboard focus is in toolbar's search bar
<br>
<br>
Firefox: Version 1.300.425 Rel. 5/30/2012
<br>
•	FireFox 13 support added
<br>
•	Bug fix: search suggestions not working with search history disabled
<br>
•	Bug fix: new tab search submit not working in FF12
<br>
<br>
Software Type and Functionality:
<br>
•	Toolbar supporting multiple advertiser activation models, including automatic activation and click to activate.  FreeCause team works with merchants to select optimum model:
<br>
o	Type 2 merchant: automatic activation
<br>
o	Type 1 merchant: user click required to activate
<br>
o	Type 5 merchant: activation only occurs if: user clicks toolbar notification, navigates to affiliate mall page, clicks through to merchant
<br>
<br>
Software Distribution:
<br>
•	FreeCause software is distributed through our clients via both web-based installers and downloaded/bundled executables.  In all cases, the software and its value proposition must be clearly presented to the user, and user opt-in confirmed, in order for users to obtain the software.
<br>
•	A list of distributing parties/channels is attached solely for the internal use of CJ network quality, but because our client list is valuable and proprietary, it should only be made available for review with advertisers after FreeCause approval is obtained on an advertiser by advertiser basis.
<br>
<br>
Update Process:
<br>
•	Layout/functional improvements are delivered seamlessly to user via a regularly occurng refresh (once per 24 hours).
<br>
•	Core code changes (see version notes above) are deployed to users via browsers native update functionality for toolbars/extensions.
<br>
<br>
Overwrites (Y/N):
<br>
•	Paid Search: No.  Controlled by string matching for paid links on all major search offerings (google, yahoo, bing, and FreeCause’s privately hosted SERP)
<br>
•	Afsrc/CJ domains: No.  Shopping functionality stands down on links with afsrc=1, AND on naviagtions where interaction is detected between client machine and CJ cookie domain.  NOTE: compliance with this requirement requires consistent communication as new domains are added.  Current list includes:
<br>
o	anrdoezrs.net
<br>
o	apmebf.com
<br>
o	commission-junction.com
<br>
o	dpbolvw.net
<br>
o	emjcd.com
<br>
o	ftjcfx.com
<br>
o	jdoqocy.com
<br>
o	kqzyfj.com
<br>
o	lduhtrp.net
<br>
o	qksrv.net
<br>
o	tkqlhce.com
<br>
o	tqlkg.com
<br>
•	SEO: Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Direct Load:  Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Email: Yes, unless link contains afsrc=1.
<br>
<br>
=========================
<br>
Date: June 29, 2012"
"189639:263545","The Rakuten Loyalty powers over 200 Malls for major brands such as, Hawaiian Airlines, Verizon Small Business Rewards, OneCause.com, ShopToWin.com, BucksBee, Checkpoints and many more. The mall platform supports a variety of different incentives including cash back, charitable donations, and virtual currency. Its loyalty technology also extends to end user opt-in browser toolbars, deal widgets, and Facebook shopping apps. Rakuten Loyalty is a wholly owned subsidiary of Rakuten, Inc, one of the largest online companies in the world, with a market cap of over $11 Billion.
<br>
<br>
Software Publisher Disclosure Template
=========================
<br>
<br>
Software name(s):
<br>
FreeCause toolbars have filenames per client build.
<br>
Version number(s): 
<br>
Internet Explorer: 1.663
<br>
FireFox: 1.300.426
<br>
<br>
Latest version update:
<br>
Trivial fixes are often made in interim versions; latest significant releases: 
<br>
Internet Explorer: Version 1.660  Rel. 6/5/2012
<br>
•	Bug fix for some components: not applying default xml on first launch
<br>
•	Bug fix: fixed autosearch priority on IE6
<br>
•	Bug fix: fixed IE hotkeys doesn't work if keyboard focus is in toolbar's search bar
<br>
<br>
Firefox: Version 1.300.425 Rel. 5/30/2012
<br>
•	FireFox 13 support added
<br>
•	Bug fix: search suggestions not working with search history disabled
<br>
•	Bug fix: new tab search submit not working in FF12
<br>
<br>
Software Type and Functionality:
<br>
•	Toolbar supporting multiple advertiser activation models, including automatic activation and click to activate.  FreeCause team works with merchants to select optimum model:
<br>
o	Type 2 merchant: automatic activation
<br>
o	Type 1 merchant: user click required to activate
<br>
o	Type 5 merchant: activation only occurs if: user clicks toolbar notification, navigates to affiliate mall page, clicks through to merchant
<br>
<br>
Software Distribution:
<br>
•	FreeCause software is distributed through our clients via both web-based installers and downloaded/bundled executables.  In all cases, the software and its value proposition must be clearly presented to the user, and user opt-in confirmed, in order for users to obtain the software.
<br>
•	A list of distributing parties/channels is attached solely for the internal use of CJ network quality, but because our client list is valuable and proprietary, it should only be made available for review with advertisers after FreeCause approval is obtained on an advertiser by advertiser basis.
<br>
<br>
Update Process:
<br>
•	Layout/functional improvements are delivered seamlessly to user via a regularly occurng refresh (once per 24 hours).
<br>
•	Core code changes (see version notes above) are deployed to users via browsers native update functionality for toolbars/extensions.
<br>
<br>
Overwrites (Y/N):
<br>
•	Paid Search: No.  Controlled by string matching for paid links on all major search offerings (google, yahoo, bing, and FreeCause’s privately hosted SERP)
<br>
•	Afsrc/CJ domains: No.  Shopping functionality stands down on links with afsrc=1, AND on naviagtions where interaction is detected between client machine and CJ cookie domain.  NOTE: compliance with this requirement requires consistent communication as new domains are added.  Current list includes:
<br>
o	anrdoezrs.net
<br>
o	apmebf.com
<br>
o	commission-junction.com
<br>
o	dpbolvw.net
<br>
o	emjcd.com
<br>
o	ftjcfx.com
<br>
o	jdoqocy.com
<br>
o	kqzyfj.com
<br>
o	lduhtrp.net
<br>
o	qksrv.net
<br>
o	tkqlhce.com
<br>
o	tqlkg.com
<br>
•	SEO: Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Direct Load:  Yes, according to activation type specified ‘Software Type and Functionality’
<br>
•	Email: Yes, unless link contains afsrc=1.
<br>
<br>
=========================
<br>
Date: June 29, 2012"
"189639:273326","The Rakuten Loyalty powers over 200 Malls for major brands such as, Hawaiian Airlines, Verizon Small Business Rewards, OneCause.com, ShopToWin.com, BucksBee, Checkpoints and many more. The mall platform supports a variety of different incentives including cash back, charitable donations, and virtual currency. Its loyalty technology also extends to end user opt-in browser toolbars, deal widgets, and Facebook shopping apps. Rakuten Loyalty is a wholly owned subsidiary of Rakuten, Inc, one of the largest online companies in the world, with a market cap of over $11 Billion. 
<br /> 
<br /> Software Publisher Disclosure Template ========================= 
<br /> 
<br /> Software name(s): 
<br /> FreeCause toolbars have filenames per client build. 
<br /> Software Type and Functionality: 
<br /> • Toolbar supporting multiple advertiser activation models, including automatic activation and click to activate. FreeCause team works with merchants to select optimum model: 
<br /> o Type 2 merchant: automatic activation 
<br /> o Type 1 merchant: user click required to activate 
<br /> o Type 5 merchant: activation only occurs if: user clicks toolbar notification, navigates to affiliate mall page, clicks through to merchant 
<br /> 
<br /> Software Distribution: 
<br /> • FreeCause software is distributed through our clients via both web-based installers and downloaded/bundled executables. In all cases, the software and its value proposition must be clearly presented to the user, and user opt-in confirmed, in order for users to obtain the software. 
<br /> • A list of distributing parties/channels is attached solely for the internal use of CJ network quality, but because our client list is valuable and proprietary, it should only be made available for review with advertisers after FreeCause approval is obtained on an advertiser by advertiser basis. 
<br /> 
<br /> Update Process: 
<br /> • Layout/functional improvements are delivered seamlessly to user via a regularly occurng refresh (once per 24 hours). 
<br /> • Core code changes (see version notes above) are deployed to users via browsers native update functionality for toolbars/extensions. 
<br /> 
<br /> Overwrites (Y/N): 
<br /> • Paid Search: No. Controlled by string matching for paid links on all major search offerings (google, yahoo, bing, and FreeCause’s privately hosted SERP) 
<br /> • Afsrc/CJ domains: No. Shopping functionality stands down on links with afsrc=1, AND on naviagtions where interaction is detected between client machine and CJ cookie domain. NOTE: compliance with this requirement requires consistent communication as new domains are added. Current list includes: 
<br /> o anrdoezrs.net 
<br /> o apmebf.com 
<br /> o commission-junction.com 
<br /> o dpbolvw.net 
<br /> o emjcd.com 
<br /> o ftjcfx.com 
<br /> o jdoqocy.com 
<br /> o kqzyfj.com 
<br /> o lduhtrp.net 
<br /> o qksrv.net 
<br /> o tkqlhce.com 
<br /> o tqlkg.com 
<br /> • SEO: Yes, according to activation type specified ‘Software Type and Functionality’ 
<br /> • Direct Load: Yes, according to activation type specified ‘Software Type and Functionality’ 
<br /> • Email: Yes, unless link contains afsrc=1. 
<br /> 
<br /> ========================= 
<br /> Date: June 29, 2012"
